[ 1.  0. -1.  1.  0.  0.  0.  0.  0.],0.0
[1. 0. 0. 0. 0. 0. 0. 0. 0.],0.0
[-1.  0.  0.  1.  1.  0.  0.  0.  0.],0.0
[0. 0. 0. 1. 0. 0. 0. 0. 0.],0.0
[ 0.  1.  0. -1.  1.  0.  0.  0.  0.],0.0
[0. 0. 0. 0. 1. 0. 0. 0. 0.],0.0
[-1. -1.  0.  1.  1.  0.  1.  1. -1.],0.0
[ 0. -1.  0.  1.  0.  0.  1.  1. -1.],0.0
[ 0. -1.  0.  0.  0.  0.  1.  1.  0.],0.0
[0. 0. 0. 0. 0. 0. 1. 0. 0.],0.0
[ 1.  1.  0.  0.  0.  0.  0.  0. -1.],0.0
[ 1. -1.  0.  1.  0.  0.  0.  0.  0.],0.0
[ 0.  1. -1.  0.  1.  0.  0.  0.  0.],0.0
[0. 1. 0. 0. 0. 0. 0. 0. 0.],0.0
[ 1.  0. -1.  0.  1.  0.  0.  0.  0.],0.0
[-1.  0.  0.  0.  1.  0.  0.  1.  0.],0.0
[ 0.  0.  0.  0.  0.  1.  0. -1.  1.],0.0
[0. 0. 0. 0. 0. 0. 0. 0. 1.],0.0
[ 0.  0.  1.  0. -1.  1.  0.  0.  0.],0.0
[0. 0. 0. 0. 0. 1. 0. 0. 0.],0.0
[ 1.  1.  0.  0.  0.  0. -1.  0.  0.],0.0
[ 0.  1.  0.  0.  1.  0. -1.  0.  0.],0.0
[-1.  0.  0.  1.  1. -1.  1.  0.  0.],0.0
[ 1.  1.  0.  0.  0.  0.  0. -1.  0.],0.0
[ 1. -1. -1.  0.  1.  0.  0.  1.  0.],0.0
[ 0.  0. -1.  0.  1.  0.  0.  1.  0.],0.0
[0. 0. 0. 0. 0. 0. 0. 1. 0.],0.0
[ 1. -1.  0.  0.  1.  0. -1.  0.  0.],0.0
[ 1.  0.  0.  0.  0.  0. -1.  0.  0.],0.0
[0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0030494968665639053
[-1.  1. -1.  1.  1.  0.  1. -1. -1.],0.18000000000000002
[-1.  1. -1.  1.  1.  0.  0. -1.  0.],0.032400000000000005
[-1.  1. -1.  1.  0.  0.  0.  0.  0.],0.005832000000000001
[-1.  0.  0.  1.  0.  0.  0.  0.  0.],0.0010497600000000003
[ 1. -1.  0.  0.  0.  0.  0.  0.  0.],0.0018055872000000005
[ 1.  0. -1.  0.  1.  0.  0. -1.  0.],0.0
[ 1.  0.  0.  0.  0.  0.  0. -1.  0.],0.0
[ 1.  1.  0.  0.  0. -1. -1.  0.  0.],0.0
[ 1.  0.  0.  0.  0. -1.  0.  0.  0.],0.0017090547828129798
[ 0. -1.  0.  1.  1.  0.  0.  0. -1.],0.005248800000000001
[ 0.  0.  0.  0.  1.  0.  0.  0. -1.],0.0
[ 0.  0. -1. -1.  0.  0.  1.  1.  0.],0.0
[ 0.  0.  0. -1.  0.  0.  0.  1.  0.],0.0
[ 1.  0. -1. -1.  1.  0.  0.  0.  0.],0.0023328000000000003
[ 1.  0. -1.  0.  0.  0.  0.  0.  0.],0.0003359232000000001
[ 0. -1.  0.  0.  1.  0. -1.  0.  1.],0.0
[ 0. -1.  0.  0.  0.  0.  0.  0.  1.],0.0
[ 1.  0. -1. -1.  1.  1.  1. -1. -1.],0.09000000000000001
